Bird	calltype	fund	cvfund	maxfund	minfund	F1	F2	F3	sal	rms	maxAmp	meanS	stdS	skewS	kurtS	entS	q1	q2	q3	meanT	stdT	skewT	kurtT	entT	preorpost	nameofsyl
bird5	a_pos	803.8803935491823	0.201337622435769	1004.8851934556408	655.8951677492769	1479.2516553609405	2971.811421782721	4787.384836362266	0.4636043212225625	6.244033242805908	12.567546654923984	1453.1131099329116	1776.100440020622	2.381929931018048	10.366929689844952	0.6904133299883852	31.25	1250.0	2031.25	0.1351635969702355	0.0523427997806095	-0.0441005232652381	3.743725202376165	0.9267819954253624	pos	a
bird5	a_pos	957.3082771097332	0.0152278671668462	980.3692116798984	936.3032136604064	1715.8194602036954	2895.637703292263	4734.906217255551	0.4851298931444823	8.27598573449097	17.82442390357748	1796.1951014241447	1698.4988657134256	2.405907217383964	11.4781150569534	0.6729617519882923	843.75	1906.25	2031.25	0.132372614119426	0.0484758188805027	-0.0040104248204653	4.209541736721889	0.908561310730604	pos	a
bird5	a_pos	640.0951113477913	0.2420175291883966	940.8368395007802	342.8101841240485	1540.523037222951	2866.0788465992905	4643.785935477617	0.4146371089319769	5.933947000789388	12.265106947178449	1536.636724213567	1716.4637009309372	2.121481148809746	9.784439103638258	0.6867737565274142	31.25	1687.5	2218.75	0.1303578928116914	0.0516701445294676	-0.0603508980889715	3.603673351224261	0.9291532999091484	pos	a
bird5	a_pos	911.8559240557108	0.2135018918721563	1030.609712004739	397.2253605943583	1603.8572730265266	2865.5233342275787	4764.591637540837	0.5071480713882178	7.725215717995256	15.9188074881636	1818.9546680897888	1873.1995117041715	2.428373790740664	10.305678012077689	0.6969786827547284	812.5	1875.0	2062.5	0.1314639999390178	0.0493758231916299	-0.0130865862606752	3.995658204814266	0.9168027754785318	pos	a
bird5	a_pos	732.4765270466572	0.1606679498064553	1026.8948447765042	667.367595814595	1662.2493825886645	3066.994425971829	4922.560345247398	0.4739289659312121	8.063101953361757	15.851871039437276	1719.7198921095285	1805.009528849562	2.236866267291246	9.853562606272302	0.7049556232851097	125.0	1937.5	2093.75	0.1367448360283879	0.0517515939008906	-0.0774759772314295	3.846553058028145	0.9244858652554024	pos	a
bird5	a_pos	907.6625831844538	0.177436823201627	1079.4394248166636	663.1913566268075	1785.800825333784	3096.9260433805653	4939.223506380656	0.5126835121624744	6.775701267339771	14.43959220320629	1544.9990632853671	1560.7957368335308	2.2477122900530238	11.771685773428514	0.6156084209416016	31.25	1937.5	2031.25	0.1337005220605933	0.0530141335603349	-0.0142151803915541	3.627314245613576	0.929901999910578	pos	a
bird5	a_pos	929.7767071047056	0.1136883451831317	1007.9772193121285	672.1519336861636	1605.940938408027	2980.8810874899086	4793.820904109069	0.4699011217331788	7.252186042221965	14.702719001732858	1596.8242603074202	1629.050968422172	2.0907155757466813	9.882919916697844	0.6874513863681213	93.75	1906.25	2062.5	0.1356234718777209	0.0533995551956756	-0.0545192698084014	3.620246084146357	0.9316510396101632	pos	a
bird5	a_pos	766.6290880599893	0.2016091554139722	1003.4814213375672	658.5492458003101	1642.2803903453698	3141.937161438922	4858.352722637684	0.3761801930771269	5.917382963711054	11.426481692863344	1368.54958540588	1776.760922167247	2.155898568255244	9.237876663790107	0.6320340184669961	31.25	1031.25	2062.5	0.1320356104802026	0.0546493534445994	-0.0204533751398056	3.332436410255069	0.9427167573770624	pos	a
bird5	a_pos	988.7561700603886	0.006121630002668	995.4338203621936	973.6128541765128	1610.6358393760513	3165.3120908938745	5026.10428443645	0.511591331699768	6.625553542002336	12.859535201293223	1444.467667210385	1662.7152576879612	2.269798803990372	10.442531866598651	0.6425148810141647	31.25	1500.0	2000.0	0.1375312454385951	0.0548353497146631	-0.0036998501549317	3.5490437872698086	0.9366601049509484	pos	a
bird5	a_pos	771.4235795756774	0.1723154507050137	975.765358967348	657.2502097190437	1468.5069660575432	2793.6233116330127	4722.901941683291	0.4049239515772213	5.421089850075627	10.525629604133185	1460.263343807884	1803.9864789903213	2.294871767524856	9.782583961095838	0.6694753089728723	31.25	1437.5	2031.25	0.1314533142698742	0.0529910038007145	-0.0623817261216901	3.466614472562135	0.9365619038813652	pos	a
bird5	a_pos	966.4452159902376	0.0992162390388869	1125.279885260658	821.81385887461	2007.0054319043488	3185.8176545832785	4839.94167669014	0.5302351698529186	6.59001281689867	11.688157622117124	1943.375085675249	1566.5134398222351	0.7899705006115222	5.010311881290587	0.7181029775333004	125.0	2093.75	2812.5	0.1344517951642271	0.0529893395005438	-0.0071468264161396	3.629483075444845	0.932434544133808	pos	a
bird5	a_pos	1016.0663005367064	0.1283291814419894	1372.160191839136	914.290026847892	1880.812185059016	3210.657325453518	4530.849655952494	0.5145271837264409	7.4780021878303105	15.39648409804643	2212.5611240925746	1684.591747236342	0.2897976781338828	3.026884088347226	0.7077843827558911	93.75	2062.5	3875.0	0.1295362152190879	0.0478625905006221	-0.0174710322412679	4.158305528023611	0.9075027207326404	pos	a
bird5	a_pos	997.9971589036252	0.1343288478535552	1404.5502252749616	883.8016948519693	1792.6571447926613	3196.694712912746	4312.216338849018	0.4899071130886614	6.893384870658659	14.041804729039304	2101.108117407378	1674.771443664783	0.4208873276597236	3.302123226590347	0.7240762703985277	93.75	2062.5	3656.25	0.1258675372134653	0.0459437582887592	-0.1140695253316808	4.177670286578056	0.9039710883344392	pos	a
bird5	a_pos	410.9102576224594	0.0542299766478829	439.5597690386005	388.90452933462217	1261.641489679731	3450.801176365272	4731.709435100264	0.3640015323511129	9.425849721053916	17.844732084481514	3306.870257942738	3106.7098133909144	0.7629136692571791	2.4374957218948428	0.8246390583977994	906.25	3562.5	9250.0	0.1294243134873552	0.0463400743854144	0.0517343588195572	4.432578116077886	0.9006801998969004	pos	a
bird5	a_pos	792.0442047214628	0.168958346253442	964.3073413086016	638.1070148925136	1679.1646849689164	3097.421338086203	5027.828050741945	0.4729112696371914	7.920203992093945	15.938031067818644	1645.7926259809203	1707.5501157598412	2.269775553139428	10.204113141545896	0.7082147119784796	93.75	1843.75	2062.5	0.1396156747457172	0.0534729867590929	-0.0128681177608246	3.80280695027877	0.9277482378867202	pos	a
bird5	a_pos	1013.3902693912468	0.0012917062947918	1014.6182857929168	1011.3015891707996	1519.6673518119417	3257.544734169377	5064.908498650926	0.3935634175190043	7.0877068807153725	12.202623017532291	2494.216540578733	2925.53664700396	0.9287769159224968	2.3414292384127333	0.7576361229166263	31.25	1406.25	5812.5	0.131378707815507	0.0509234143844073	-0.0031395267576642	3.7388549426871065	0.9280016716969716	pos	a
bird5	a_pre	766.7313358105754	0.2791687917385609	989.595835839662	410.52080727739	1534.855515125534	2892.31982403718	4690.9750485225695	0.4655931193316859	8.479057863517207	18.284641261485906	1810.7979200697764	1611.1192511065651	2.3583960611760606	11.297463143803505	0.7088459498340456	968.75	1906.25	2531.25	0.1306820384138111	0.0448575423327405	-0.0284556606688194	4.714462719032528	0.8914825677277246	pre	a
bird5	a_pre	790.5861815623264	0.2324344072742317	1025.280612685625	462.2852033856481	1571.33334498183	2710.674234437581	4502.083942183638	0.5539916639945098	7.041570458885577	15.340415506054471	1732.4812539828358	1551.794370703331	2.4117973794716083	11.858405751815887	0.6580656225636118	1093.75	1875.0	1968.75	0.1269058343408535	0.044061319068122	0.0208964048246077	4.696357257659874	0.8892150807164109	pre	a
bird5	a_pre	854.474937753656	0.2206672660372896	963.0879618180816	366.0947028040982	1461.0108723045353	2864.658933056246	4681.805664489779	0.4654671117438864	5.932849351746205	12.085898923474494	1546.6479248521605	1782.7442813361313	2.502310217112049	10.981952906734769	0.6806641004467974	125.0	1625.0	1875.0	0.1272229295179683	0.048022643085363	0.0016149341673411	3.9942103551317434	0.9145851118889958	pre	a
bird5	a_pre	924.7543449092084	0.1801443551234213	993.8092132932225	372.283571316108	1518.4850937947494	2833.0873802289634	4713.846672541623	0.5261251251555632	8.672107277224612	18.793036124585186	1821.8597565784655	1412.034280606583	2.656181513949365	14.123148517279612	0.6889277237939455	1156.25	1875.0	2031.25	0.1291477192089193	0.0409661343657	0.0009970713215134	5.436164247323222	0.8720106633425291	pre	a
bird5	a_pre	805.7004801153736	0.277457692470378	991.6430720610136	358.91536092971944	1345.6067691551525	2939.125213546733	4604.659412011471	0.4597368014490543	5.630041998303946	11.147495000570702	1631.7804078744766	1926.4127205169889	2.1611170857869406	8.335924979948837	0.7102349496358614	93.75	1218.75	2656.25	0.1295903670557504	0.0484829622259661	-0.0216113221001126	4.017363973154279	0.915389884939252	pre	a
bird5	a_pre	948.6497302955185	0.0234426796525405	988.1122578895277	919.7208951763712	1519.5249166271178	2850.681959643307	4714.229639850378	0.4771802285937717	5.888637047617454	11.707907063105267	1520.4216275233457	1743.821351860522	2.3081607146189698	9.753618961231904	0.6755643171178294	62.5	1656.25	2000.0	0.1304284733623144	0.0490549086420117	-0.0685738110156391	3.939848292959019	0.917688888992198	pre	a
bird5	a_pre	866.9456552551311	0.2697587028203587	1056.8919586355782	379.5100199817709	1599.5310234472684	3102.239328381379	4785.748228179513	0.5253781608775646	7.975467161716274	15.748005426203171	1810.69417349264	1737.8021216268912	2.094787948259398	9.086505278290884	0.7337565860675972	968.75	1843.75	2406.25	0.1331843207036175	0.0459486153965124	-0.061177109616236	4.531944102501005	0.9017859663020714	pre	a
bird5	a_pre	969.3878877774736	0.0174566872922271	994.7585601522215	934.1298275795918	1585.266239285976	3004.5750418892176	4872.4455209724365	0.5001806598547391	8.72204984916577	17.574959647883766	1763.2497962878483	1528.7126160212038	2.3378681122871745	11.789020876112442	0.693819748394018	968.75	1906.25	2000.0	0.1327780404292722	0.045738403338404	-0.029256060695076	4.584370159423144	0.8999876979259135	pre	a
bird5	a_pre	605.7253159736098	0.4984794227321569	1035.2535945902614	382.8957951226468	1393.4674616989523	3019.8745276351524	4681.748126516625	0.4502496330322231	6.695631509976924	13.22624888712035	1531.7066202540937	1698.706504243972	2.354679694774372	10.41118649446934	0.7026779309581769	125.0	1343.75	2000.0	0.1286040796276721	0.0462002325036597	-0.0240216786924252	4.309309605258576	0.9057600962213856	pre	a
bird5	a_pre	947.5723263522244	0.039482617718487	998.3568832809956	780.1172694415201	1528.2034767646503	2835.985244366976	4543.143189173265	0.4758142182343975	18.820139780801902	41.17430072509884	2108.6895765251197	1580.4840861589037	2.8074707559404986	13.149616440785616	0.7460548098728398	1500.0	1906.25	2687.5	0.1315645094551969	0.0340082068835139	-0.1358933159507525	7.47317376752498	0.8344000492576971	pre	a
bird5	a_pre	776.7853124131982	0.3834129529110697	1043.1867489606268	383.9991230531916	1502.9200185155528	2902.691406128499	4682.723261908535	0.5131022080541882	7.5011963883982355	15.402837239324684	1614.3412980098922	1561.3118660823984	2.3682351819288434	11.63984680207578	0.6933376028803461	593.75	1812.5	2093.75	0.1306833353146503	0.0473589304360576	0.0391373744181841	4.283113204350886	0.9082155124829612	pre	a
bird5	a_pre	949.8895453142912	0.2765592766898755	1472.4441146479164	607.0452431794424	1509.567966865713	3065.005307417246	4791.086294361497	0.4261234323228111	11.31071473936669	22.73896166751972	2080.412336938588	1888.4264369619568	2.2831582179082117	8.559527625291029	0.7628623327234483	1187.5	1843.75	2281.25	0.134334450575103	0.0418284954111443	-0.0830812077781634	5.37527800588602	0.8787697855557013	pre	a
bird5	a_pre	999.8515078020602	0.3766118404286648	1434.44041265878	461.1711223825274	1501.1957592392612	3012.144247211349	4724.32952872524	0.458244758857575	12.825504377472734	26.713208167982984	2165.246508290136	1817.3705035432536	2.491532343876388	9.837046367292846	0.7633470548328671	1312.5	1843.75	2812.5	0.1329916286887987	0.038376453776118	-0.0743865722930396	6.182403707193624	0.8580559544750705	pre	a
bird5	a_pre	895.301082376685	0.2112980645624338	1007.0798427498388	395.6480952757517	1548.473437583311	2844.1108410069164	4673.90063669841	0.4823076919825945	11.045468825295616	23.684958866245825	2152.330184934832	1855.6284106399785	2.5397500638418395	10.314568742375515	0.7241842524785198	1343.75	1937.5	2687.5	0.130361318083305	0.040434197461419	-0.0160158190198979	5.596689500554163	0.8699709159194273	pre	a
bird5	a_pre	736.727671964215	0.3920567630026054	1164.697520489289	386.2695998735416	1493.2116043665696	3040.949927567167	4823.934930746762	0.4673019577775552	8.587183771862136	16.90064356492698	1798.8614035946607	1738.753422016929	2.2548745224718574	9.729400481321235	0.7227233988205083	968.75	1875.0	2562.5	0.1305965063058342	0.0452300660341283	-0.0253285973622124	4.56912086223562	0.8988899172787029	pre	a
bird5	a_pre	989.0230753719628	0.3560247415042353	1384.383067635678	307.5865010951419	1513.7810380999724	3084.167102673852	4874.621939975935	0.5589795568821905	10.986133221529808	21.404450698243835	1858.8070019724369	1502.0968318712592	2.6025377757096715	12.728799681587867	0.7279982673679376	1187.5	1812.5	1968.75	0.1337435806299445	0.0443782497624427	-0.0364666012777527	4.858358424650276	0.8929019040675774	pre	a
bird5	a_pre	1024.1308966545776	0.1340602494335803	1282.9971498693037	905.8753129728888	1513.5086352524615	2969.0921214997816	4742.678600768309	0.5010022466411191	13.97640113746142	27.86374797558542	2289.222877472955	2059.8933901920263	2.261186064700852	7.839085745933993	0.7539780425257298	1218.75	1875.0	2687.5	0.1352759536446033	0.0416367512089816	-0.0098506225027164	5.552832167165401	0.8750072017334055	pre	a
bird5	a_pre	970.0640563391536	0.3315329100891208	1332.6280629106334	381.96985476640106	1463.2972201020063	3072.934706890823	4795.455828427387	0.549277145625975	8.419412671691322	16.74711611727929	1873.5453311319077	1744.8405315390517	2.38987774671454	10.088572247977645	0.7430157276669072	1156.25	1750.0	2093.75	0.1302498888801852	0.0446465693993324	-0.0080404314915445	4.667836826963902	0.8962251327248867	pre	a
bird5	a_pre	958.8452243286154	0.0147181521682165	982.2314460902676	933.013516215648	1628.9575647174313	2848.71252374968	4657.194651133353	0.5265857803388763	9.23201934835241	20.10236575313853	1960.01716681304	1575.9154912452675	2.36633962595966	11.888378489989837	0.6822681781845279	1312.5	1937.5	2781.25	0.1303638277298396	0.0435072357553035	-0.0137282147219801	4.986067306784351	0.8829838238844	pre	a
bird5	a_pre	954.6684817449124	0.099904303853876	999.48350224633	308.02305003419866	1612.775015440615	2890.443024456331	4770.788448466586	0.5831091519372604	8.211352673290012	17.931545100337157	1792.5045599150403	1483.5021005771937	2.613001698495001	13.87824065273904	0.6645427415138447	1062.5	1906.25	2000.0	0.1298438842098803	0.0444399926699563	0.0230100130813755	4.78632404733219	0.8898117801756095	pre	a
bird5	a_pre	857.9694264279666	0.2314978397420856	995.2286866562232	411.503771170054	1478.5136449305987	2954.330139360449	4634.075068564627	0.4940350568669188	10.580547758245377	21.785914495553467	2040.9465580052984	1756.7037445632352	2.3414530643652243	9.826436757282195	0.7630666077584574	1187.5	1875.0	2718.75	0.1318521581584564	0.0408343207417015	-0.1326942110912272	5.434193680415531	0.8743098133141578	pre	a
bird5	a_pre	959.490464105686	0.4136968350471297	1398.4445005559603	354.0625007852023	1468.1203536053222	2812.0679564988254	4557.004159605929	0.4834050454447291	8.738716310306518	17.935575321910925	1805.1038780149563	1613.4841449952312	2.3739407270784416	11.177531501509174	0.7410078829648659	1156.25	1750.0	2531.25	0.1291511137737606	0.0426353062099217	-0.0636829696621413	4.97007849943416	0.8850202955835826	pre	a
bird5	a_pre	899.8233077349036	0.3782845356490119	1286.7822567054873	359.38081507048537	1434.187326826246	3020.442900751345	4726.709195763448	0.531116707409054	10.050910709301093	20.287048746046786	1977.521411388149	1704.6213059455947	2.438731455646985	10.45071995204644	0.7256799436000584	1187.5	1812.5	2781.25	0.1309814071199996	0.0431141993031055	-0.0614168063295308	4.988241385781112	0.885283980794864	pre	a
bird5	a_pre	1215.037504440454	0.2355708941876099	1402.0360457381537	387.0562420493008	1405.051022511037	2986.3932626905043	4843.97128879515	0.4556147436376487	10.77147835326219	20.725276728270902	1929.5143410230264	1736.9500977551647	2.3958600046555008	10.295776448006636	0.7665181743678954	1156.25	1687.5	2718.75	0.1323444601340067	0.0426492327123872	-0.0797363383608367	5.083452564376989	0.8847507905978059	pre	a
bird5	a_pre	864.3254625672586	0.2220200733464711	1095.7045333951585	636.6579477876007	1492.420234755273	3005.360570801597	4714.935724811083	0.46184102685943	11.165330400558569	22.101575175309712	2014.46219425636	1660.5180629454987	2.4198256664584856	10.925855444529304	0.7693343478952643	1156.25	1875.0	2687.5	0.1305990623355757	0.0398931306683831	-0.0423469759422877	5.643151674254418	0.8691561033670292	pre	a
bird5	a_pre	757.2439047963652	0.3718591203875573	1364.9419055125506	412.0023856688889	1472.4785016876504	3047.872183218055	4973.510202476862	0.5125904350610704	7.592546668192234	14.894731843590346	1530.9071544988592	1517.7548002885817	2.7103278417187213	13.405866044834438	0.6759796487625307	843.75	1375.0	1968.75	0.1322549435550027	0.0474234297099137	0.001206334144363	4.303370111470042	0.9083987496275469	pre	a
bird5	a_pre	487.27853128235	0.0048155530841875	489.7544309512546	484.2136819413931	1467.1942010686314	2983.438854431142	4852.711495775107	0.414990752912336	12.550620625791565	22.808398303729916	2862.499031830768	2267.1842739781364	0.9019408902244256	2.528436398045804	0.8336416759976936	1250.0	2031.25	4812.5	0.1309119878529752	0.0424990748516277	0.0867613772644356	5.255413361614324	0.8788620674633436	pre	a
bird5	a_pre	980.583748494864	0.0177943676118113	1011.963369736808	933.677418386543	1445.884388252813	2885.918197585902	4680.294827739725	0.5009645743678484	13.95568719582263	28.40536281304221	2034.29017641014	1751.1980075354904	2.555785209504873	10.728354790339694	0.761896100256527	1156.25	1937.5	2750.0	0.13258273303232	0.0406013875675582	-0.0296048740419104	5.621280210928675	0.8715346851202908	pre	a
bird5	a_pre	905.3274782073522	0.2285555075909132	1011.0805073449131	375.62228517968737	1476.5064447687223	2935.091723794108	4718.29993959888	0.5043710496928548	12.660793538309502	25.960012278360374	2039.6765807351387	1846.5855698268824	2.5788635099401365	10.447950358737357	0.7621148213057829	1156.25	1937.5	2218.75	0.1341320144235946	0.0412990200125567	-0.0694597948655492	5.511131820059453	0.875052541703215	pre	a
bird5	a_pre	910.7031609704052	0.1536671395458497	961.4613157482872	390.0337233009794	1530.2860141134263	3014.592727722153	4867.970397331208	0.5281488128690454	14.740711821867912	30.974885137154235	1913.388342510172	1483.4619806755425	3.082234221914643	15.12958234160722	0.6716898485259271	1156.25	1843.75	1906.25	0.1345720074963709	0.0400218406378689	-0.0255700566178205	5.87308639039947	0.8675911247501145	pre	a
bird5	a_pre	957.6041302847352	0.0244242376114533	982.861873372933	895.1852192528463	1527.1738655609306	3063.444975298773	4859.199608613721	0.501155546066583	15.774761862037591	32.75975626412199	1995.1950879163808	1550.3130834991591	2.6897017978230107	12.479335367356864	0.7512631634320116	1187.5	1875.0	2093.75	0.1343450468484519	0.0383108738826648	-0.100143869837446	6.211677390852108	0.8588735303510353	pre	a
